Rank,Coin Name,Symbol, Price ,1h,24h,7d,30d, 24h Volume ,Circulating Supply,Total Supply, Market Cap 
2156,Speciex,SPEX,0.01,-12.50%,11.60%,-14.30%,-22.50%,"$3,831.00 ","149,995,000",1.5 Billion,"$884,277.00 "
2157,Mad Meerkat Optimizer,MMO,0.19,-0.20%,1.50%,-10.30%,108.40%,"$1,999.00 ","4,737,931",2.81 Million,"$884,599.00 "
2158,Tokenomy,TEN,0.01,-0.10%,1.60%,-0.60%,9.10%,"$1,340.00 ","115,497,435",200 Million,"$878,737.00 "
2159,Kepple [OLD],QLC, $-   ,0.30%,-1.40%,-91.40%,-90.70%,$11.93 ,"600,000,000",600 Million,"$874,967.00 "
2160,WaykiChain,WICC, $-   ,-2.70%,-0.90%,2.30%,7.20%,"$536,067.00 ","210,000,000",210 Million,"$874,002.00 "
2161,Flooring Protocol μY00ts,ΜY00TS, $-   ,-0.10%,5.00%,-1.60%,,"$107,708.00 ","718,000,000",718 Million,"$873,755.00 "
2162,Futureswap,FST,0.03,-0.60%,-11.80%,16.10%,40.00%,"$269,345.00 ","34,145,345",34.1 Million,"$872,704.00 "
2163,SocialGood,SG,0.05,0.10%,3.90%,-3.50%,-14.90%,"$266,051.00 ","18,393,414",20.4 Million,"$868,080.00 "
2164,Ideaology,IDEA, $-   ,0.50%,7.90%,13.00%,141.00%,"$232,637.00 ","500,000,000",500 Million,"$867,921.00 "
2165,DexKit,KIT,0.29,0.50%,2.30%,0.10%,30.10%,"$22,598.00 ","3,000,000",10 Million,"$867,645.00 "
2166,Templar DAO,TEM,1.39,0.00%,-9.80%,-15.90%,2.00%,"$3,216.00 ","621,652",534 Thousand,"$867,105.00 "
2167,FlypMe,FYP,0.05,0.20%,-1.50%,78.40%,10.20%,$8.16 ,"16,932,115",35.3 Million,"$863,593.00 "
2168,Kalkulus,KLKS,0.04,-,-,-,-, - ,"20,101,693",20 Million,"$848,516.00 "
2169,Archi Token,ARCHI,0.32,-0.10%,3.40%,-26.30%,-1.30%,"$9,665.00 ","2,698,020",10 Million,"$860,836.00 "
2170,FourCoin,FOUR, $-   ,-0.50%,-8.80%,16.20%,35.20%,"$762,877.00 ","444,000,000,000",444 Billion,"$860,188.00 "
2171,Gather,GTH, $-   ,0.80%,-6.60%,34.60%,135.50%,"$53,138.00 ","367,237,827",441 Million,"$857,715.00 "
2172,ARTH,ARTH,1.97,-,-,-,-, - ,"439,909",440 Thousand,"$866,921.00 "
2173,Acorn Protocol,ACN, $-   ,0.00%,6.50%,6.10%,-27.40%,"$37,227.00 ","9,048,119,633",10 Billion,"$855,231.00 "
2174,JDB,JDB,0.01,-0.10%,5.90%,-7.70%,-46.40%,"$3,821.00 ","100,000,000",100 Million,"$853,539.00 "
2175,Aion,AION, $-   ,-0.10%,0.10%,-1.60%,1.10%,$8.53 ,"526,916,681",487 Million,"$852,200.00 "
2176,MeowCoin,MEWC, $-   ,0.40%,-6.70%,98.50%,91.20%,"$8,718.00 ","3,164,960,557",3.17 Billion,"$850,122.00 "
2177,Xion Finance,XGT,0.01,0.00%,22.70%,82.80%,145.40%,"$2,006.00 ","140,824,750",1 Billion,"$848,404.00 "
2178,ZYX,ZYX,0.01,-,-,-,-, - ,"125,614,499",222 Million,"$1,019,352.00 "
2179,Flourishing AI,AI,0.04,-0.40%,15.20%,263.00%,470.30%,"$22,508.00 ","23,700,337",55 Million,"$847,283.00 "
2180,Heroes & Empires,HE, $-   ,-0.30%,1.90%,27.80%,43.30%,"$48,799.00 ","471,187,499",1 Billion,"$846,684.00 "
2181,Risitas,RISITA, $-   ,-0.10%,3.40%,44.30%,98.20%,$551.00 ,"27,414,805,606",42.1 Billion,"$845,614.00 "
2182,Effect Network,EFX, $-   ,0.00%,-0.10%,9.50%,41.30%,$208.00 ,"206,668,526",650 Million,"$842,235.00 "
2183,NFT Art Finance,NFTART, $-   ,-0.80%,-7.10%,-14.00%,23.70%,"$1,190.00 ","24,930,005,585,016,500",100 Quadrillion,"$841,768.00 "
2184,Metaverse ETP,ETP,0.01,-0.20%,0.00%,-12.70%,-5.20%,"$26,099.00 ","84,354,485",100 Million,"$841,042.00 "
2185,VNX EURO,VEUR,1.09,-0.50%,-1.00%,0.20%,2.60%,"$131,615.00 ","771,518",772 Thousand,"$839,460.00 "
2186,Gameflip,FLP,0.01,46.10%,168.20%,57.90%,56.70%,"$6,894.00 ","56,400,000",100 Million,"$839,247.00 "
2187,NFTLaunch,NFTL,0.01,0.20%,-6.90%,-8.70%,73.00%,"$28,506.00 ","135,000,000",135 Million,"$839,039.00 "
2188,Nord Finance,NORD,0.13,-0.60%,-3.20%,25.10%,17.40%,"$203,752.00 ","6,686,249",9.1 Million,"$838,501.00 "
2189,NFTY,NFTY, $-   ,-0.40%,7.40%,15.80%,9.10%,"$103,709.00 ","556,620,633",510 Million,"$836,868.00 "
2190,Unbound Finance,UNB, $-   ,-1.00%,20.00%,11.00%,108.30%,"$178,950.00 ","974,000,000",10 Billion,"$836,834.00 "
2191,Bread,BRD,0.01,0.20%,0.90%,0.90%,-3.90%,$0.01 ,"85,775,321",88.9 Million,"$830,601.00 "
2192,Coinzix Token,ZIX, $-   ,0.30%,-2.60%,4.40%,15.00%,"$469,841.00 ","4,490,836,949",6 Billion,"$828,358.00 "
2193,Voxel X Network,VXL, $-   ,0.30%,0.70%,5.10%,-5.20%,"$55,610.00 ","260,092,434",500 Million,"$826,069.00 "
2194,Archimedes Finance,ARCH,3.01,0.40%,1.40%,0.50%,9.90%,"$105,843.00 ","274,945",100 Million,"$825,643.00 "
2195,ZilSwap,ZWAP,1.11,0.40%,-2.90%,-7.60%,28.20%,$291.00 ,"739,896",1 Million,"$824,244.00 "
2196,Generaitiv,GAI,0.11,-0.10%,-3.30%,14.10%,-14.20%,"$5,229.00 ","7,520,963",10 Million,"$823,113.00 "
2197,Sombra,SMBR,0.02,,-10.10%,-10.90%,10.40%,$509.00 ,"50,000,000",50 Million,"$821,351.00 "
2198,Unique Network,UNQ, $-   ,-2.50%,2.00%,5.60%,-0.80%,"$51,814.00 ","222,209,294",1.04 Billion,"$820,909.00 "
2199,Humaniq,HMQ, $-   ,31.60%,-0.40%,9.60%,19.50%,"$39,085.00 ","188,221,025",207 Million,"$819,297.00 "
2200,Zyberswap,ZYB,0.14,0.70%,24.40%,95.20%,173.40%,"$78,814.00 ","5,770,583",5.77 Million,"$818,778.00 "
2201,DPRating,RATING, $-   ,-0.20%,-6.20%,-5.30%,-9.10%,"$31,525.00 ","4,400,468,316",10 Billion,"$817,659.00 "
2202,Unit Protocol,DUCK, $-   ,-1.60%,-11.10%,-3.60%,116.50%,"$41,898.00 ","379,609,359",1.02 Billion,"$816,269.00 "
2203,VCGamers,VCG,0.01,0.60%,0.90%,3.00%,15.70%,"$17,589.00 ","99,998,911",100 Million,"$814,807.00 "
2204,Opium,OPIUM,0.05,0.20%,-9.80%,-10.60%,1.60%,"$293,534.00 ","16,403,622",100 Million,"$814,693.00 "
2205,Nabox,NABOX, $-   ,0.00%,-6.40%,-2.50%,17.60%,"$173,965.00 ","208,614,091,935",1 Trillion,"$812,853.00 "
2206,DeepFakeAI,FAKEAI, $-   ,-0.10%,-29.60%,-8.90%,30.80%,"$30,391.00 ","958,824,031",959 Million,"$812,149.00 "
2207,Mad Meerkat ETF,METF,1.28,0.40%,10.60%,30.30%,118.80%,"$6,308.00 ","635,547",1.77 Million,"$810,059.00 "
2208,Kuma Inu,KUMA, $-   ,0.50%,-1.70%,-2.30%,3.00%,"$34,761.00 ","118,750,167,011,963",1 Quadrillion,"$810,406.00 "
2209,PERI Finance,PERI,0.06,-1.00%,5.60%,12.50%,136.90%,"$40,318.00 ","13,101,342",18.6 Million,"$810,366.00 "
2210,MORK,MORK,0.08,-,-,-,-, - ,"9,679,848",10 Million,"$803,704.00 "
2211,BANK (Ordinals),BANK,0.01,6.50%,10.10%,13.00%,176.70%,"$34,072.00 ","100,000,000",100 Million,"$809,675.00 "
2212,CREDITS,CS, $-   ,0.40%,1.10%,-21.40%,-18.90%,"$30,435.00 ","223,456,423",249 Million,"$807,955.00 "
2213,FRAKT,FRKT,0.11,0.30%,3.80%,-22.30%,91.10%,"$2,532.00 ","7,621,149",50 Million,"$807,780.00 "
2214,The Rug Game,TRG, $-   ,-0.10%,-1.50%,-0.20%,40.60%,"$15,670.00 ","5,265,499,541,702",5.27 Trillion,"$806,708.00 "
2215,PulsePad,PLSPAD, $-   ,2.20%,-8.70%,-4.70%,77.60%,"$43,525.00 ","170,000,000",5 Billion,"$805,757.00 "
2216,Allbridge,ABR,0.11,1.80%,2.20%,34.00%,31.60%,"$2,644.00 ","7,353,854",96.8 Million,"$801,561.00 "
2217,PIRB,PIRB,0.01,-0.10%,-13.00%,21.70%,29.60%,"$4,483.00 ","69,420,000",69.4 Million,"$801,330.00 "
2218,HanChain,HAN,0.05,0.10%,0.70%,-31.70%,-21.40%,"$143,181.00 ","14,866,633",1.5 Billion,"$800,624.00 "
2219,Primecoin,XPM,0.03,5.60%,-2.90%,3.10%,15.40%,$329.00 ,"25,381,219",-,"$799,676.00 "
2220,TXA,TXA,0.12,0.10%,3.00%,-6.20%,24.00%,"$73,238.00 ","6,710,392",49.6 Million,"$799,206.00 "
2221,Zenlink Network,ZLK,0.01,0.10%,2.90%,6.50%,30.70%,"$39,196.00 ","54,452,160",71.4 Million,"$793,338.00 "
2222,Port Finance,PORT,0.02,-0.80%,5.80%,16.30%,58.20%,"$204,029.00 ","35,621,899",100 Million,"$792,419.00 "
2223,Savanna,SVN, $-   ,-0.80%,13.10%,19.20%,129.50%,"$63,322.00 ","189,197,880",189 Million,"$792,381.00 "
2224,BananaCat,BCAT, $-   ,-3.50%,-11.20%,69.20%,,"$128,625.00 ","944,521,933",945 Million,"$792,273.00 "
2225,$BSV,BSV,0.04,3.50%,7.00%,57.50%,304.90%,"$42,706.00 ","21,000,000",21 Million,"$789,216.00 "
2226,Unvest,UNV, $-   ,-,-,-,-, - ,"780,160,650",1 Billion,"$787,016.00 "
2227,Savedroid,SVD, $-   ,-0.60%,-1.40%,-9.70%,89.30%,$810.00 ,"3,023,427,192",6.18 Billion,"$787,300.00 "
2228,EarthFund,1EARTH, $-   ,1.40%,-3.70%,11.50%,42.90%,"$238,596.00 ","355,976,000",1 Billion,"$787,289.00 "
2229,Must,MUST,7.55,0.10%,0.20%,-5.10%,16.10%,"$2,212.00 ","104,373",1 Million,"$786,918.00 "
2230,zkApes Token,ZAT, $-   ,0.50%,0.50%,-7.60%,-22.50%,"$17,722.00 ","38,926,356,238,081",68.8 Trillion,"$786,870.00 "
2231,Yup,YUP,0.01,0.10%,1.40%,18.00%,32.90%,$151.00 ,"63,772,630",76.5 Million,"$783,547.00 "
2232,Dash Diamond,DASHD, $-   ,0.30%,-12.30%,-8.00%,-28.10%,$628.00 ,"393,345,214",393 Million,"$783,597.00 "
2233,GeniuX,IUX,0.01,0.50%,0.10%,-15.90%,-3.90%,"$64,568.00 ","64,209,629",1 Billion,"$783,206.00 "
2234,SWAG Finance,SWAG,0.01,-,-,-,-, - ,"104,987,284",625 Million,"$804,793.00 "
2235,Kintsugi,KINT,0.40,0.50%,-1.70%,0.70%,31.80%,"$41,931.00 ","1,973,738",10 Million,"$781,925.00 "
2236,Hummus,HUM,0.01,0.10%,-1.80%,-14.10%,25.20%,"$3,021.00 ","102,265,991",300 Million,"$781,350.00 "
2237,LYNX,LYNX,0.32,0.00%,-10.50%,-25.30%,,"$161,438.00 ","2,465,941",5 Million,"$779,361.00 "
2238,AlphaScan,ASCN,0.03,0.50%,0.60%,-36.10%,-40.90%,"$2,967.00 ","27,891,089",50 Million,"$778,247.00 "
2239,Memetic,MEME,0.02,0.40%,-26.30%,-44.60%,-33.30%,"$2,281.00 ","41,827,754",-,"$777,705.00 "
2240,Afreum,AFR, $-   ,3.90%,3.80%,-0.20%,15.60%,"$29,684.00 ","5,649,984,784",8 Billion,"$778,671.00 "
2241,CryptoBlades,SKILL,0.78,0.40%,-9.90%,-19.10%,60.00%,"$96,244.00 ","1,000,000",1 Million,"$777,261.00 "
2242,OpenDAO,SOS, $-   ,-0.10%,1.50%,-0.90%,-7.70%,"$413,497.00 ","39,895,439,517,783",100 Trillion,"$776,704.00 "
2243,A51 Finance,A51,0.65,-0.10%,0.50%,-2.90%,-3.30%,$68.71 ,"1,190,326",4.39 Million,"$772,461.00 "
2244,Woonkly Power,WOOP, $-   ,0.20%,-10.50%,-18.00%,25.00%,"$124,571.00 ","230,799,050",409 Million,"$772,376.00 "
2245,Teh Fund,FUND,0.02,1.00%,13.10%,16.10%,3.40%,"$9,767.00 ","50,000,000",50 Million,"$771,666.00 "
2246,Tidex,TDX,0.08,0.60%,168.10%,-9.10%,156.70%,"$128,735.00 ","10,000,000",100 Million,"$769,928.00 "
2247,Equation,EQU,10.99,0.50%,2.10%,29.40%,,"$21,812.00 ","70,104",237 Thousand,"$769,509.00 "
2248,Xfinite Entertainment,XET, $-   ,0.20%,-7.70%,8.10%,9.90%,"$83,006.00 ","2,330,000,000",4 Billion,"$766,825.00 "
2249,Decentral Games (Old),DG,19.39,0.00%,-13.00%,-21.30%,46.20%,"$1,305.00 ","39,468",1 Million,"$764,641.00 "
2250,TPRO,TPRO, $-   ,0.00%,4.70%,24.00%,68.10%,"$3,816.00 ","379,614,213",1.14 Billion,"$758,609.00 "
2251,Ripio Credit Network,RCN, $-   ,-0.30%,3.40%,-15.20%,2.60%,$443.00 ,"530,848,856",1 Billion,"$755,893.00 "
2252,Omni,OMNI,1.22,0.00%,0.00%,0.80%,10.00%,$177.00 ,"618,140",618 Thousand,"$753,452.00 "
2253,HollyGold,HGOLD,0.06,-0.10%,0.30%,-4.50%,32.10%,"$2,010.00 ","11,694,797",1 Billion,"$753,357.00 "
2254,e-Money,NGM,0.01,-0.60%,1.30%,9.80%,99.50%,"$7,274.00 ","76,712,212",136 Million,"$750,983.00 "
2255,unFederalReserve,ERSDL, $-   ,-0.20%,-5.20%,23.60%,26.20%,"$3,130.00 ","377,027,906",454 Million,"$751,290.00 "
2256,Arken Finance,$ARKEN, $-   ,0.30%,-0.10%,-5.40%,-9.80%,"$3,012.00 ","599,474,753",10 Billion,"$748,920.00 "
2257,ADAMANT Messenger,ADM,0.01,1.70%,6.50%,2.00%,11.40%,"$297,572.00 ","111,571,562",101 Million,"$742,411.00 "
2258,PRIMAL,PRIMAL, $-   ,0.10%,0.10%,-2.80%,9.20%,"$97,458.00 ","1,695,468,642",5 Billion,"$741,062.00 "
2259,Coldstack,CLS,0.04,-0.10%,2.10%,0.90%,4.40%,"$86,974.00 ","18,076,011",49.8 Million,"$741,093.00 "
2260,Football World Community,FWC, $-   ,-0.80%,-4.30%,-14.70%,-4.30%,"$256,632.00 ","41,659,684,806,345,300",200 Quadrillion,"$740,847.00 "
2261,Vabble,VAB, $-   ,0.00%,0.40%,-6.90%,9.80%,$924.00 ,"833,000,000",1.46 Billion,"$739,730.00 "
2262,SpiceUSD,USDS,0.09,17.60%,14.70%,-4.80%,10.60%,$7.84 ,"8,309,089",19.4 Million,"$737,657.00 "
2263,COINHUB,CHB, $-   ,-0.10%,1.40%,1.20%,-1.80%,"$480,290.00 ","913,085,224",10 Billion,"$737,364.00 "
2264,SCI Coin,SCI+, $-   ,-,-,-,-, - ,"9,984,783,934",10 Billion,"$725,643.00 "
2265,Reality Metaverse,MRV,0.01,-0.40%,-0.70%,46.90%,-66.30%,"$1,029.00 ","117,092,598",1 Billion,"$733,239.00 "
2266,DecentraWeb,DWEB,0.05,0.60%,11.50%,-3.20%,-0.90%,$780.00 ,"13,383,865",100 Million,"$733,261.00 "
2267,Leverj Gluon,L2, $-   ,,2.50%,22.40%,40.60%,$14.80 ,"238,912,395",219 Million,"$731,365.00 "
2268,Global Digital Cluster Coin,GDCC,0.83,2.00%,-0.50%,5.10%,-38.70%,"$253,657.00 ","878,976",1.9 Million,"$730,583.00 "
2269,Dimecoin,DIME, $-   ,1.60%,-0.70%,27.60%,21.60%,$172.00 ,"570,628,079,376",539 Billion,"$729,375.00 "
2270,Citadel.one,XCT,0.01,0.00%,-2.40%,-15.10%,98.90%,$10.43 ,"122,248,337",970 Million,"$729,338.00 "
2271,ElonDoge.io,EDOGE, $-   ,-0.10%,-9.60%,-7.60%,0.40%,$92.48 ,"551,150,261,254,889",1 Quadrillion,"$725,545.00 "
2272,Odyssey,OCN, $-   ,-0.50%,-15.40%,-7.20%,117.00%,"$67,793.00 ","10,000,000,000",10 Billion,"$723,063.00 "
2273,Iustitia Coin,IUS, $-   ,0.60%,-15.30%,33.20%,229.00%,"$638,120.00 ","92,233,720,368",92.2 Billion,"$719,613.00 "
2274,UpBots,UBXN, $-   ,,0.30%,-23.60%,-13.60%,$103.00 ,"427,285,561",494 Million,"$717,175.00 "
2275,Chronicle,XNL,0.01,-3.80%,-5.80%,11.50%,118.50%,"$49,869.00 ","48,040,458",100 Million,"$716,532.00 "
2276,KOK,KOK,0.01,2.30%,-13.50%,-13.90%,3.40%,"$711,941.00 ","107,333,422",5 Billion,"$715,920.00 "
2277,Morphex,MPX,0.04,-0.20%,-7.00%,-12.10%,62.90%,"$7,930.00 ","18,909,265",48.4 Million,"$713,555.00 "
2278,Uniform Fiscal Object,UFO, $-   ,-0.90%,-2.50%,-0.10%,41.80%,$41.71 ,"3,951,690,768",4 Billion,"$712,738.00 "
2279,Wizarre Scroll,SCRL, $-   ,0.10%,-4.00%,60.40%,90.10%,"$50,817.00 ","4,516,482,348",9.95 Billion,"$712,630.00 "
2280,Tarot V1,TAROT,0.01,-9.10%,-17.20%,-37.10%,-57.30%,"$2,025.00 ","57,886,045",100 Million,"$712,285.00 "
2281,Bankless BED Index,BED,72.70,,3.20%,4.90%,19.90%,"$4,111.00 ","9,763",9.76 Thousand,"$709,759.00 "
2282,Baby Shiba Inu,BABYSHIB, $-   ,-2.80%,-9.00%,-21.40%,-54.60%,"$189,085.00 ","394,944,473",420 Million,"$706,151.00 "
2283,Baanx,BXX,0.02,-14.10%,2.80%,37.10%,95.90%,"$136,329.00 ","36,111,671",250 Million,"$705,340.00 "
2284,Tune.Fm,JAM, $-   ,-0.40%,-2.40%,-1.00%,19.40%,"$218,266.00 ","2,830,265,261",3 Billion,"$702,799.00 "
2285,Flare Token,1FLR, $-   ,0.50%,-0.60%,-8.20%,20.60%,$681.00 ,"4,000,000,000",4 Billion,"$701,268.00 "
2286,bloXmove,BLXM,0.04,-0.30%,4.30%,3.50%,-8.40%,"$10,677.00 ","16,883,880",50 Million,"$697,746.00 "
2287,Zap,ZAP, $-   ,-2.30%,-12.70%,-20.00%,-9.70%,$692.00 ,"460,000,000",520 Million,"$697,418.00 "
2288,DAOhaus,HAUS,0.70,0.50%,0.90%,-6.50%,-1.60%,$47.35 ,"1,000,000",1 Million,"$696,631.00 "
2289,DogemonGo,DOGO, $-   ,-,-,-,-, - ,"104,930,000,000",138 Billion,"$676,060.00 "
2290,NEXT,NEXT,0.06,-,-,-,-, - ,"16,110,438",18.2 Million,"$943,151.00 "
2291,Zclassic,ZCL,0.07,0.00%,-1.90%,-2.50%,28.50%,"$14,021.00 ","9,287,024",11.5 Million,"$687,883.00 "
2292,Phoenixcoin,PXC,0.01,0.20%,21.80%,-21.90%,18.40%,$15.29 ,"89,670,931",98 Million,"$686,517.00 "
2293,DeepOnion,ONION,0.03,0.30%,15.40%,35.40%,-45.40%,$2.64 ,"22,680,365",-,"$686,291.00 "
2294,GemLink,GLINK,0.01,-1.40%,4.40%,12.70%,34.40%,$994.00 ,"79,555,450",160 Million,"$685,949.00 "
2295,Ferma,FERMA,0.06,-1.10%,-5.60%,-6.40%,17.20%,"$77,790.00 ","11,000,000",11 Million,"$685,027.00 "
2296,Savvy,SVY,0.27,0.50%,1.10%,1.20%,-0.80%,"$9,708.00 ","2,580,914",10 Million,"$684,507.00 "
2297,Thorus,THO,0.11,-,-,-,-, - ,"11,281,948",34.7 Million,"$1,235,390.00 "
2298,Quick Intel,QUICKI, $-   ,0.50%,0.40%,-3.80%,-12.40%,$997.00 ,"748,000,000,000",748 Billion,"$683,416.00 "
2299,Draken,DRK, $-   ,0.00%,0.00%,-0.10%,-0.10%,$277.00 ,"977,465,921",977 Million,"$683,348.00 "
2300,Coin of the champions,COC, $-   ,-0.10%,-7.00%,-1.30%,-22.80%,$88.46 ,"148,725,889,766,907",993 Trillion,"$682,981.00 "
2301,Linkeye,LET, $-   ,0.30%,-1.20%,1.10%,4.50%,"$287,839.00 ","624,044,958",1 Billion,"$682,761.00 "
2302,Lotty,LOTTY, $-   ,0.20%,6.10%,1.40%,2.70%,"$40,492.00 ","686,609,735,014",1 Trillion,"$681,927.00 "
2303,Tokoin,TOKO, $-   ,8.40%,31.20%,56.60%,96.80%,"$531,971.00 ","581,974,972",2 Billion,"$679,683.00 "
2304,DxSale Network,SALE,0.08,,1.40%,-0.30%,16.20%,"$1,463.00 ","8,215,297",89.7 Million,"$680,591.00 "
2305,Oiler,OIL,0.02,-,-,-,-, - ,"30,290,040",100 Million,"$660,202.00 "
2306,Ethereans,OS,0.83,-0.10%,3.20%,24.80%,72.70%,$566.00 ,"821,523",1 Million,"$678,222.00 "
2307,Atlas USV,USV,6.41,0.20%,1.30%,-3.70%,-26.80%,$46.09 ,"105,483",284 Thousand,"$674,848.00 "
2308,PlotX,PLOT,0.01,2.30%,-1.20%,-5.00%,9.10%,"$96,633.00 ","104,422,139",200 Million,"$674,364.00 "
2309,Equilibre,VARA,0.03,1.70%,27.70%,483.80%,711.60%,"$3,927.00 ","21,376,890",53.4 Million,"$674,110.00 "
2310,Wanaka Farm,WANA, $-   ,0.20%,-2.30%,-0.70%,-1.40%,$270.00 ,"153,520,265",500 Million,"$671,441.00 "
2311,Superpower Squad,SQUAD, $-   ,1.40%,2.30%,-13.10%,-11.90%,"$520,621.00 ","316,403,935",1 Billion,"$670,920.00 "
2312,Integritee,TEER,0.51,3.00%,15.60%,54.40%,206.20%,"$105,776.00 ","1,300,000",10 Million,"$670,122.00 "
2313,Nemesis Downfall,ND, $-   ,-5.10%,-17.30%,-85.90%,42.20%,"$162,089.00 ","5,891,185,371",20 Billion,"$669,931.00 "
2314,Integral,ITGR,0.01,-0.10%,8.10%,-4.90%,37.30%,"$304,775.00 ","80,790,341",299 Million,"$669,375.00 "
2315,The Three Kingdoms,TTK, $-   ,0.00%,4.90%,3.50%,-2.00%,"$25,672.00 ","798,207,733",1 Billion,"$668,767.00 "
2316,Bob's Repair,BOB, $-   ,-0.10%,4.70%,45.50%,64.10%,$90.58 ,"265,222,314",360 Million,"$666,624.00 "
2317,Primate,PRIMATE, $-   ,1.80%,9.00%,-3.00%,37.90%,$754.00 ,"187,504,907",2.06 Billion,"$664,957.00 "
2318,Auroracoin,AUR,0.03,0.20%,-1.40%,6.80%,23.50%,$56.96 ,"19,769,331",21 Million,"$663,071.00 "
2319,Polar Sync,POLAR, $-   ,-,-,-,-, - ,"197,187,749",1 Billion,"$648,830.00 "
2320,BitCore,BTX,0.03,0.30%,-1.50%,0.90%,6.40%,$12.70 ,"19,406,329",21 Million,"$659,386.00 "
2321,RSSC,RSSC,0.04,-,-,-,-, - ,"21,000,000",21 Million,"$918,715.00 "
2322,Ryo Currency,RYO,0.01,10.30%,-1.10%,-3.50%,-32.20%,$505.00 ,"49,121,482",88.2 Million,"$658,927.00 "
2323,Polker,PKR, $-   ,0.00%,4.30%,-2.10%,116.80%,"$121,755.00 ","387,693,142",1 Billion,"$658,282.00 "
2324,Parallax,PLX,0.17,-0.50%,0.80%,-21.00%,293.50%,"$5,987.00 ","3,949,838",14.1 Million,"$657,809.00 "
2325,B.Protocol,BPRO,0.14,-,-,-,-, - ,"4,722,737",4.72 Million,"$644,836.00 "
2326,Pussy Financial,PUSSY, $-   ,-,-,-,-, - ,"218,398,529,553",420 Billion,"$638,965.00 "
2327,Roush Fenway Racing Fan Token,ROUSH,0.69,1.30%,1.90%,-7.20%,-1.60%,"$12,756.00 ","965,659",5 Million,"$654,996.00 "
2328,Arcona,ARCONA,0.04,0.10%,3.60%,2.90%,21.80%,"$42,760.00 ","15,181,707",15.2 Million,"$653,948.00 "
2329,Atlas Navi,NAVI,0.03,-1.80%,-10.50%,8.40%,81.80%,"$64,009.00 ","23,824,249",300 Million,"$653,778.00 "
2330,BlockchainSpace,GUILD, $-   ,-0.30%,-2.10%,8.00%,20.90%,"$249,024.00 ","207,843,230",1 Billion,"$653,121.00 "
2331,SmartCash,SMART, $-   ,-6.10%,-3.90%,22.40%,11.70%,$52.83 ,"2,953,892,297",5 Billion,"$652,711.00 "
2332,Edgeless,EDG,0.01,-,-,-,-, - ,"115,146,962",132 Million,"$642,280.00 "
2333,Filecoin Standard Full Hashrate,SFIL,0.32,-0.30%,-1.10%,-7.20%,2.70%,"$23,583.00 ","2,000,000",2.5 Million,"$649,139.00 "
2334,Stohn Coin,SOH,0.04,-6.50%,-5.30%,708.50%,664.10%,"$135,569.00 ","15,443,515",15.4 Million,"$647,793.00 "
2335,Inter Stable Token,IST,1.00,0.50%,-0.30%,-0.40%,-0.10%,"$233,806.00 ","649,118",649 Thousand,"$647,171.00 "
2336,Aldrin,RIN,0.05,0.00%,-4.90%,-12.40%,-3.50%,"$26,259.00 ","12,363,871",50 Million,"$645,235.00 "
2337,Professional Fighters League Fan Token,PFL,0.62,0.10%,-2.50%,17.30%,-1.00%,"$12,196.00 ","1,036,181",5 Million,"$645,233.00 "
2338,Blockchain Monster Hunt,BCMC, $-   ,-0.10%,-12.40%,-27.80%,-12.60%,"$31,010.00 ","236,144,679",1 Billion,"$644,262.00 "
2339,Freeway,FWT, $-   ,-1.10%,-8.40%,-19.20%,-37.40%,"$16,828.00 ","6,775,222,000",10 Billion,"$643,644.00 "
2340,ExchangeCoin,EXCC,0.02,0.10%,-3.70%,-21.40%,-50.10%,"$217,201.00 ","29,460,789",32 Million,"$642,656.00 "
2341,BlackCoin,BLK,0.01,1.10%,-38.60%,-59.40%,-56.10%,"$6,916.00 ","62,441,613",100 Million,"$642,049.00 "
2342,Kryptonite,SEILOR, $-   ,-0.30%,-4.60%,-10.40%,6.40%,"$29,493.00 ","193,000,000",263 Million,"$636,635.00 "
2343,Definder Network,DNT,0.12,-0.30%,-1.60%,1.10%,6.40%,$24.91 ,"5,100,896",21.5 Million,"$635,078.00 "
2344,Endpoint Cex Fan Token,ENDCEX,0.25,-0.50%,-0.50%,-6.10%,17.20%,"$7,765.00 ","2,512,801",5 Million,"$632,964.00 "
2345,Ceres,CERES,22.13,-8.80%,-10.30%,-6.70%,53.30%,"$3,096.00 ","23,549",23.5 Thousand,"$627,760.00 "
2346,Denarius,D,0.07,0.40%,-1.70%,2.70%,22.10%,$1.09 ,"8,660,604",10 Million,"$627,058.00 "
2347,LOCG,$LOCG, $-   ,-0.50%,-5.60%,-20.00%,-36.10%,"$75,426.00 ","136,665,500",150 Million,"$625,543.00 "
2348,Youwho,YOU, $-   ,-0.10%,0.00%,0.20%,0.00%,"$5,660.00 ","488,058,909",7.25 Billion,"$621,718.00 "
2349,IQeon,IQN,0.11,-,-,-,-, - ,"5,491,860",5.49 Million,"$622,048.00 "
2350,Rainmaker Games,RAIN, $-   ,-0.80%,26.60%,62.20%,72.30%,"$2,063,171.00 ","444,474,339",1 Billion,"$623,126.00 "
2351,Essentia,ESS, $-   ,0.70%,-1.20%,-16.50%,-11.40%,"$39,477.00 ","1,080,572,458",1.76 Billion,"$622,779.00 "
2352,Pickle Finance,PICKLE,0.45,-0.10%,-2.50%,-5.50%,-50.40%,"$27,556.00 ","1,359,228",3.24 Million,"$618,744.00 "
